Step	Sf2	Ss2	tau_f	tau_s	f
{count}	0.8407367957669428	0.8760467864762336	4.825520618617002e-11	4.8000531476037996e-09	-3.1856068080122886
{count}	0.8494357576712993	0.9053414689356827	4.5612629190667746e-11	3.6279432625925166e-09	-3.3308541217411722
{count}	0.8513963239257877	0.9100728807884966	4.5538516245981964e-11	3.563383395512666e-09	-3.434807795306656
{count}	0.8476129466254815	0.9009425001337468	4.5681534739716174e-11	3.68796696164389e-09	-3.234204542062488
{count}	0.8476070825949938	0.900934575198406	4.56809939686139e-11	3.6876485957035906e-09	-3.2338542240594723
{count}	0.8316013914032808	0.8863300624814004	4.360116604253055e-11	4.836000041732996e-09	-2.9361341882760428
{count}	0.8316013914032808	0.8863300624814004	4.360116604253055e-11	4.836000041732996e-09	-2.9361341882760428
{count}	0.8316013914032808	0.8863300624814004	4.360116604253055e-11	4.836000041732996e-09	-2.9361341882760428
{count}	0.8316013914032808	0.8863300624814004	4.360116604253055e-11	4.836000041732996e-09	-2.9361341882760428
{count}	0.8419062971629994	0.8934700745002024	4.519348437459874e-11	4.5212613326928746e-09	-3.3488137981995774
{count}	0.8448329411346477	0.8970554858825065	4.5490132149743e-11	4.482273919057034e-09	-3.452028540538222
{count}	0.8437285935215385	0.8964780527579772	4.5300735753353424e-11	4.5220783675077525e-09	-3.406116799684233
{count}	0.8437285935215385	0.8964780527579772	4.5300735753353424e-11	4.5220783675077525e-09	-3.406116799684233
{count}	0.8437285935215385	0.8964780527579772	4.5300735753353424e-11	4.5220783675077525e-09	-3.406116799684233
{count}	0.8611440912175876	0.917878546754406	4.74352487605978e-11	3.521131432742049e-09	-3.7265303855550838
{count}	0.8611440912175876	0.917878546754406	4.74352487605978e-11	3.521131432742049e-09	-3.7265303855550838
{count}	0.8687834115463969	0.9272658885167129	4.837155439440401e-11	3.082065354914729e-09	-3.8670800306407465
{count}	0.8707811222234068	0.9107616891638295	4.8954286554983147e-11	3.4561337152219134e-09	-3.9052050858830647
{count}	0.8707811222234068	0.9107616891638295	4.8954286554983147e-11	3.4561337152219134e-09	-3.9052050858830647
{count}	0.8710436607872133	0.9086892231501387	4.902858451159494e-11	3.5027691134315475e-09	-3.909817940627171
{count}	0.8710436607872133	0.9086892231501387	4.902858451159494e-11	3.5027691134315475e-09	-3.909817940627171
{count}	0.8710436607872133	0.9086892231501387	4.902858451159494e-11	3.5027691134315475e-09	-3.909817940627171
{count}	0.8710436607872133	0.9086892231501387	4.902858451159494e-11	3.5027691134315475e-09	-3.909817940627171
{count}	0.8682097707791556	0.9287459403730778	4.6340566340969686e-11	3.065864359324038e-09	-3.963402931026957
{count}	0.8691018592997923	0.9316468947691121	4.64727371238928e-11	3.309905915898887e-09	-4.002458949476261
{count}	0.8691018592997923	0.9316468947691121	4.64727371238928e-11	3.309905915898887e-09	-4.002458949476261
{count}	0.8695259167233782	0.9320298102503177	4.638999399036723e-11	3.3426751374249956e-09	-4.005537047802336
{count}	0.8727538109983585	0.9349445350513446	4.5760159274251086e-11	3.592112069020844e-09	-4.0289673084508735
{count}	0.8727538109983585	0.9349445350513446	4.5760159274251086e-11	3.592112069020844e-09	-4.0289673084508735
{count}	0.8727538109983585	0.9349445350513446	4.5760159274251086e-11	3.592112069020844e-09	-4.0289673084508735
{count}	0.8658332545155578	0.9464296789597709	4.5291622641558884e-11	5.095210314125055e-09	-4.103051719243378
{count}	0.8685403175077874	0.9447860281210599	4.5689154894518946e-11	4.6741633270664665e-09	-4.069874699307082
{count}	0.8685403175077874	0.9447860281210599	4.5689154894518946e-11	4.6741633270664665e-09	-4.069874699307082
