Step	Sf2	Ss2	tau_f	tau_s	f
55	0.8438398942693136	0.8901461175014824	8.87862812735094e-12	5.853406262640358e-09	-1.890011107452985
56	0.8438398942693136	0.8901461175014824	8.87862812735094e-12	5.853406262640358e-09	-1.890011107452985
57	0.8498439352719622	0.9096894384472282	8.875921232506096e-12	5.876834019984592e-09	-1.9643861947231687
58	0.8498439352719622	0.9096894384472282	8.875921232506096e-12	5.876834019984592e-09	-1.9643861947231687
59	0.8498591744538491	0.9096955180638732	8.877300176050211e-12	5.875972283076591e-09	-1.9635870359689127
60	0.8489275146641502	0.9093238357513348	8.79299733998866e-12	5.928655270421079e-09	-2.0124442569441285
61	0.8518488013908716	0.91800673622574	8.713837496779615e-12	5.670149428843629e-09	-2.0970981472521024
62	0.8486889989468058	0.9194964923880412	8.340848917764144e-12	5.854282355948139e-09	-2.1125977321114267
63	0.8497986941682909	0.9194106353193097	8.409316116824393e-12	5.820266011777244e-09	-2.1167180161385772
64	0.8497986941682909	0.9194106353193097	8.409316116824393e-12	5.820266011777244e-09	-2.1167180161385772
65	0.8497986941682909	0.9194106353193097	8.409316116824393e-12	5.820266011777244e-09	-2.1167180161385772
66	0.8497986941682909	0.9194106353193097	8.409316116824393e-12	5.820266011777244e-09	-2.1167180161385772
67	0.8478856331451736	0.9161892215761536	8.405310239848116e-12	5.8325790063462056e-09	-2.4861502328457923
68	0.8478856331451736	0.9161892215761536	8.405310239848116e-12	5.8325790063462056e-09	-2.4861502328457923
69	0.8478856331451736	0.9161892215761536	8.405310239848116e-12	5.8325790063462056e-09	-2.4861502328457923
70	0.8478856331451736	0.9161892215761536	8.405310239848116e-12	5.8325790063462056e-09	-2.4861502328457923
71	0.8478856331451736	0.9161892215761536	8.405310239848116e-12	5.8325790063462056e-09	-2.4861502328457923
72	0.8478856331451736	0.9161892215761536	8.405310239848116e-12	5.8325790063462056e-09	-2.4861502328457923
73	0.8478856331451736	0.9161892215761536	8.405310239848116e-12	5.8325790063462056e-09	-2.4861502328457923
74	0.8479514295755664	0.9167149913138699	8.383400477250508e-12	5.813679513895913e-09	-2.495159018580848
75	0.845866817411474	0.9080327969019819	9.088605115243454e-12	5.734231378728889e-09	-2.3509639403445455
76	0.8450524636869529	0.9046410977273707	9.364093301195352e-12	5.703194965388335e-09	-2.2946341342338425
77	0.8457379589341949	0.9205102107514634	1.001242259892962e-11	4.978045366037941e-09	-2.5606186192694924
78	0.8443184202507361	0.9171764395971609	9.91746065726941e-12	5.145369594108448e-09	-2.568898117692422
79	0.8443184202507361	0.9171764395971609	9.91746065726941e-12	5.145369594108448e-09	-2.568898117692422
80	0.8443184202507361	0.9171764395971609	9.91746065726941e-12	5.145369594108448e-09	-2.568898117692422
81	0.8443184202507361	0.9171764395971609	9.91746065726941e-12	5.145369594108448e-09	-2.568898117692422
82	0.8443184202507361	0.9171764395971609	9.91746065726941e-12	5.145369594108448e-09	-2.568898117692422
83	0.8443184202507361	0.9171764395971609	9.91746065726941e-12	5.145369594108448e-09	-2.568898117692422
84	0.8443184202507361	0.9171764395971609	9.91746065726941e-12	5.145369594108448e-09	-2.568898117692422
85	0.8443184202507361	0.9171764395971609	9.91746065726941e-12	5.145369594108448e-09	-2.568898117692422
86	0.8513323370538959	0.9426971259939055	1.0818693873828849e-11	3.690407190881491e-09	-2.335145472112337
87	0.8470963717408346	0.9234412985666445	1.0153490554026994e-11	4.6469053263308296e-09	-2.2446734379218634
88	0.8470963717408346	0.9234412985666445	1.0153490554026994e-11	4.6469053263308296e-09	-2.2446734379218634
89	0.8478227062006504	0.9170732398698074	1.0920660434841664e-11	4.438443062717254e-09	-2.0866876753403307
90	0.8478227062006504	0.9170732398698074	1.0920660434841664e-11	4.438443062717254e-09	-2.0866876753403307
91	0.8482771151741134	0.9187159695844322	1.1020583850847074e-11	4.333891475953826e-09	-2.0888048167810123
92	0.8492211355735411	0.9148729861711103	1.1626086702178423e-11	4.10669498661778e-09	-2.1165256256135225
93	0.8464333702803	0.9125505483487585	1.144598551420938e-11	4.374546740601282e-09	-2.093909627046309
94	0.847858495230618	0.9296213248989552	1.151997904893273e-11	3.825996779765049e-09	-2.2677591275127735
95	0.8509041709571054	0.9223560416089293	1.3901906594678567e-11	2.7534406465715772e-09	-2.4638890483158162
96	0.8509041709571054	0.9223560416089293	1.3901906594678567e-11	2.7534406465715772e-09	-2.4638890483158162
97	0.8528283181661727	0.9319868928755587	1.468384753429985e-11	2.043408431812947e-09	-2.644815831894343
98	0.8528283181661727	0.9319868928755587	1.468384753429985e-11	2.043408431812947e-09	-2.644815831894343
99	0.8528283181661727	0.9319868928755587	1.468384753429985e-11	2.043408431812947e-09	-2.644815831894343
100	0.8508972321657969	0.9351105302661621	1.3248982558220781e-11	2.726835577124293e-09	-2.5145156532219897
101	0.8508972321657969	0.9351105302661621	1.3248982558220781e-11	2.726835577124293e-09	-2.5145156532219897
102	0.8508972321657969	0.9351105302661621	1.3248982558220781e-11	2.726835577124293e-09	-2.5145156532219897
103	0.8420768739934668	0.9082227021540891	1.2790176174868237e-11	4.038451051296994e-09	-2.2544063080706795
104	0.8351402793793101	0.9124650474168666	1.1561581827433164e-11	4.77072100808768e-09	-2.380954734670435
105	0.8346103690007527	0.9274359659891949	1.2259221864118876e-11	4.08119149969058e-09	-2.412618532372768
106	0.8307752378885034	0.9198333767499702	1.3517619465386099e-11	3.986356760069092e-09	-2.5283061103768807
107	0.8307752378885034	0.9198333767499702	1.3517619465386099e-11	3.986356760069092e-09	-2.5283061103768807
108	0.8307752378885034	0.9198333767499702	1.3517619465386099e-11	3.986356760069092e-09	-2.5283061103768807
109	0.8307752378885034	0.9198333767499702	1.3517619465386099e-11	3.986356760069092e-09	-2.5283061103768807
110	0.8307752378885034	0.9198333767499702	1.3517619465386099e-11	3.986356760069092e-09	-2.5283061103768807
111	0.8332594364722659	0.9217810046956308	1.589579928323145e-11	2.819288941556027e-09	-2.574805270763986
112	0.8332594364722659	0.9217810046956308	1.589579928323145e-11	2.819288941556027e-09	-2.574805270763986
113	0.8339003680106074	0.9182987906649143	1.525650968972875e-11	3.1572549002958514e-09	-2.504731372994814
114	0.8339003680106074	0.9182987906649143	1.525650968972875e-11	3.1572549002958514e-09	-2.504731372994814
115	0.8339003680106074	0.9182987906649143	1.525650968972875e-11	3.1572549002958514e-09	-2.504731372994814
116	0.8339003680106074	0.9182987906649143	1.525650968972875e-11	3.1572549002958514e-09	-2.504731372994814
117	0.8339003680106074	0.9182987906649143	1.525650968972875e-11	3.1572549002958514e-09	-2.504731372994814
118	0.8339866390205347	0.9236324046526115	1.362078896629333e-11	3.515860708421258e-09	-2.8256323876535996
119	0.8296680153646063	0.92352540522878	1.3718106348122144e-11	3.2469510923525674e-09	-3.7054936204748348
120	0.8296680153646063	0.92352540522878	1.3718106348122144e-11	3.2469510923525674e-09	-3.7054936204748348
121	0.8296680153646063	0.92352540522878	1.3718106348122144e-11	3.2469510923525674e-09	-3.7054936204748348
122	0.8296680153646063	0.92352540522878	1.3718106348122144e-11	3.2469510923525674e-09	-3.7054936204748348
123	0.8343867985598408	0.9225424160091081	1.3750427977267998e-11	3.5336501892337316e-09	-2.819351702448177
124	0.8343867985598408	0.9225424160091081	1.3750427977267998e-11	3.5336501892337316e-09	-2.819351702448177
125	0.8353309727858866	0.9194059840008522	1.3673560726171321e-11	3.809786221342327e-09	-2.434070939682074
126	0.8350831157647721	0.9422596203488905	1.5590522290031206e-11	2.5347439782388152e-09	-2.5100366484252308
127	0.8350831157647721	0.9422596203488905	1.5590522290031206e-11	2.5347439782388152e-09	-2.5100366484252308
128	0.8350831157647721	0.9422596203488905	1.5590522290031206e-11	2.5347439782388152e-09	-2.5100366484252308
129	0.8350831157647721	0.9422596203488905	1.5590522290031206e-11	2.5347439782388152e-09	-2.5100366484252308
130	0.8353359927464111	0.9668350348842125	1.6521851649083412e-11	1.44935149844439e-09	-2.7037356531774126
131	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
132	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
133	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
134	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
135	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
136	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
137	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
138	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
139	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
140	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
141	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
142	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
143	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
144	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
145	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
146	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
147	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
148	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
149	0.835933520758103	0.9722902161479603	1.7391606539029455e-11	1.0809613819038049e-09	-2.709885243830702
150	0.8357784822656055	0.9689341859021326	1.7061890661297847e-11	1.3336198722870872e-09	-2.69320302244431
151	0.8359291349054652	0.9727861620052403	1.8736920669905542e-11	9.965961797931742e-10	-2.5759975647676745
152	0.8359291349054652	0.9727861620052403	1.8736920669905542e-11	9.965961797931742e-10	-2.5759975647676745
153	0.8340278184217551	0.9523253220598011	1.582322069029096e-11	1.8931869169351532e-09	-2.3193903669463856
154	0.8340278184217551	0.9523253220598011	1.582322069029096e-11	1.8931869169351532e-09	-2.3193903669463856
155	0.8340278184217551	0.9523253220598011	1.582322069029096e-11	1.8931869169351532e-09	-2.3193903669463856
156	0.8335625349598601	0.9507819138196767	1.5446696225763207e-11	1.9594489966344246e-09	-2.318617940545211
157	0.8334058044358208	0.95044835265698	1.5910589228542782e-11	1.895530933212323e-09	-2.2363482726678887
158	0.8334058044358208	0.95044835265698	1.5910589228542782e-11	1.895530933212323e-09	-2.2363482726678887
159	0.8329641763305613	0.9519819645766565	1.4483497409570624e-11	1.931456972366625e-09	-2.2432584606058987
160	0.8332002882472699	0.9500017107402882	1.4368555310681298e-11	2.144746474345177e-09	-2.25360019118085
161	0.8332002882472699	0.9500017107402882	1.4368555310681298e-11	2.144746474345177e-09	-2.25360019118085
162	0.833936077329385	0.9525319615094693	1.4922683377925887e-11	2.049419900040778e-09	-2.2352227541396545
163	0.8350013352316945	0.9561836806198534	1.570110239310031e-11	1.91476765052443e-09	-2.2129468129401824
164	0.8346919979245718	0.9457239578936095	1.7879255401381008e-11	2.190056505601763e-09	-2.2335231233534603
165	0.834647052814837	0.9442042143162848	1.819572976034845e-11	2.2300545514737786e-09	-2.2365127547628245
166	0.834647052814837	0.9442042143162848	1.819572976034845e-11	2.2300545514737786e-09	-2.2365127547628245
167	0.8352876770545835	0.9460674202591994	1.7112612438012505e-11	2.105548306799633e-09	-2.383411196208783
168	0.8352876770545835	0.9460674202591994	1.7112612438012505e-11	2.105548306799633e-09	-2.383411196208783
169	0.8352876770545835	0.9460674202591994	1.7112612438012505e-11	2.105548306799633e-09	-2.383411196208783
170	0.8371212753685824	0.9623413412295707	1.726214768355161e-11	1.3900018290284446e-09	-2.4258562942471458
171	0.8371212753685824	0.9623413412295707	1.726214768355161e-11	1.3900018290284446e-09	-2.4258562942471458
172	0.8371212753685824	0.9623413412295707	1.726214768355161e-11	1.3900018290284446e-09	-2.4258562942471458
173	0.8371212753685824	0.9623413412295707	1.726214768355161e-11	1.3900018290284446e-09	-2.4258562942471458
174	0.837790808158747	0.9560632947737662	1.3687117945534778e-11	1.5299069380044168e-09	-2.863565358233392
175	0.837790808158747	0.9560632947737662	1.3687117945534778e-11	1.5299069380044168e-09	-2.863565358233392
176	0.837790808158747	0.9560632947737662	1.3687117945534778e-11	1.5299069380044168e-09	-2.863565358233392
177	0.8367822140541995	0.9612265404120915	1.7983383341308163e-11	1.5954736117992566e-09	-2.328331895183248
178	0.8362816944146968	0.9582851071673478	1.771999652221669e-11	1.7826062589019963e-09	-2.337885915037511
179	0.8362816944146968	0.9582851071673478	1.771999652221669e-11	1.7826062589019963e-09	-2.337885915037511
180	0.8362816944146968	0.9582851071673478	1.771999652221669e-11	1.7826062589019963e-09	-2.337885915037511
181	0.8362816944146968	0.9582851071673478	1.771999652221669e-11	1.7826062589019963e-09	-2.337885915037511
182	0.8377177978170772	0.9536043676574578	1.276522388119967e-11	1.6142209661801236e-09	-2.9664448587829444
183	0.8377177978170772	0.9536043676574578	1.276522388119967e-11	1.6142209661801236e-09	-2.9664448587829444
184	0.8377177978170772	0.9536043676574578	1.276522388119967e-11	1.6142209661801236e-09	-2.9664448587829444
185	0.8377177978170772	0.9536043676574578	1.276522388119967e-11	1.6142209661801236e-09	-2.9664448587829444
186	0.8377177978170772	0.9536043676574578	1.276522388119967e-11	1.6142209661801236e-09	-2.9664448587829444
187	0.8377177978170772	0.9536043676574578	1.276522388119967e-11	1.6142209661801236e-09	-2.9664448587829444
188	0.8366013561320218	0.952109476736849	1.2782063149992877e-11	1.818636907975324e-09	-2.7708698412656663
189	0.8366013561320218	0.952109476736849	1.2782063149992877e-11	1.818636907975324e-09	-2.7708698412656663
190	0.8370733918078778	0.9514810765257921	1.1899684215314995e-11	1.7176448190860401e-09	-2.932655792389363
191	0.83711731024607	0.9515293835907198	1.1891731407046582e-11	1.7094822195822468e-09	-2.9410081204762903
192	0.83711731024607	0.9515293835907198	1.1891731407046582e-11	1.7094822195822468e-09	-2.9410081204762903
193	0.8383048512591048	0.9466702310251182	1.2166661558897047e-11	1.7977701250955e-09	-3.1939502494973895
194	0.8383048512591048	0.9466702310251182	1.2166661558897047e-11	1.7977701250955e-09	-3.1939502494973895
195	0.8383048512591048	0.9466702310251182	1.2166661558897047e-11	1.7977701250955e-09	-3.1939502494973895
196	0.83787281904743	0.9463080100901097	1.3412360638019797e-11	1.9641813322164822e-09	-3.030105960004023
197	0.83787281904743	0.9463080100901097	1.3412360638019797e-11	1.9641813322164822e-09	-3.030105960004023
198	0.83787281904743	0.9463080100901097	1.3412360638019797e-11	1.9641813322164822e-09	-3.030105960004023
199	0.8387459167745988	0.9515246647818809	1.3347516155365847e-11	1.6013033250159465e-09	-3.0606491436553283
200	0.8394728698308547	0.9521771987795432	1.3242173278748712e-11	1.3748546305342067e-09	-3.092522950959765
201	0.8394728698308547	0.9521771987795432	1.3242173278748712e-11	1.3748546305342067e-09	-3.092522950959765
202	0.8384604606679446	0.9502941483576294	1.436217290268225e-11	1.3893156202373928e-09	-2.97508348964985
203	0.8384604606679446	0.9502941483576294	1.436217290268225e-11	1.3893156202373928e-09	-2.97508348964985
204	0.8384604606679446	0.9502941483576294	1.436217290268225e-11	1.3893156202373928e-09	-2.97508348964985
205	0.8384604606679446	0.9502941483576294	1.436217290268225e-11	1.3893156202373928e-09	-2.97508348964985
206	0.8384604606679446	0.9502941483576294	1.436217290268225e-11	1.3893156202373928e-09	-2.97508348964985
207	0.8384604606679446	0.9502941483576294	1.436217290268225e-11	1.3893156202373928e-09	-2.97508348964985
208	0.8384604606679446	0.9502941483576294	1.436217290268225e-11	1.3893156202373928e-09	-2.97508348964985
209	0.8384604606679446	0.9502941483576294	1.436217290268225e-11	1.3893156202373928e-09	-2.97508348964985
210	0.8383253199000383	0.9506954667289993	1.5754316511387425e-11	1.3753527751885846e-09	-2.797026350448692
211	0.8383253199000383	0.9506954667289993	1.5754316511387425e-11	1.3753527751885846e-09	-2.797026350448692
212	0.8383253199000383	0.9506954667289993	1.5754316511387425e-11	1.3753527751885846e-09	-2.797026350448692
213	0.8381754396239635	0.948427998031962	1.520943961571797e-11	1.4199361434392368e-09	-2.756929494108401
214	0.8381754396239635	0.948427998031962	1.520943961571797e-11	1.4199361434392368e-09	-2.756929494108401
215	0.838149977004945	0.9443276173860947	1.4929613257217796e-11	1.717762565254663e-09	-2.762267547526877
216	0.838149977004945	0.9443276173860947	1.4929613257217796e-11	1.717762565254663e-09	-2.762267547526877
217	0.838149977004945	0.9443276173860947	1.4929613257217796e-11	1.717762565254663e-09	-2.762267547526877
218	0.838149977004945	0.9443276173860947	1.4929613257217796e-11	1.717762565254663e-09	-2.762267547526877
219	0.8360611335971457	0.9387538196668959	1.497359259804626e-11	2.833901347242443e-09	-2.742722529858988
220	0.8360611335971457	0.9387538196668959	1.497359259804626e-11	2.833901347242443e-09	-2.742722529858988
221	0.8360611335971457	0.9387538196668959	1.497359259804626e-11	2.833901347242443e-09	-2.742722529858988
222	0.8360611335971457	0.9387538196668959	1.497359259804626e-11	2.833901347242443e-09	-2.742722529858988
223	0.836007762233067	0.9384205615901033	1.5097506005719892e-11	2.8558997061198663e-09	-2.713475391641628
224	0.836007762233067	0.9384205615901033	1.5097506005719892e-11	2.8558997061198663e-09	-2.713475391641628
225	0.836007762233067	0.9384205615901033	1.5097506005719892e-11	2.8558997061198663e-09	-2.713475391641628
226	0.8360443573979705	0.9385504263121092	1.50997675740904e-11	2.8550331840875605e-09	-2.7142290612153515
227	0.8358771863355229	0.9380339516708394	1.5197470053045884e-11	2.8830527031591445e-09	-2.6993134780861063
228	0.8328669531531523	0.9345219274132069	1.4223561985960546e-11	3.801698274188673e-09	-2.8052514285340693
229	0.8333898558791343	0.935485155967726	1.4108716478072664e-11	3.6748126358405345e-09	-2.833889553848495
230	0.832640299963474	0.9344302502038433	1.4618656440187297e-11	3.839412928651248e-09	-2.7009317525702894
231	0.8361444945660459	0.9425108450595252	1.508061615803717e-11	2.371218520540059e-09	-2.5976719699418647
232	0.8352184513533354	0.9413530026973285	1.5726832864917277e-11	2.417560752765418e-09	-2.438253494398211
233	0.8352184513533354	0.9413530026973285	1.5726832864917277e-11	2.417560752765418e-09	-2.438253494398211
234	0.8352184513533354	0.9413530026973285	1.5726832864917277e-11	2.417560752765418e-09	-2.438253494398211
235	0.8346203008233363	0.9547736200041139	1.6260254095682956e-11	1.6870075361086849e-09	-2.456948740479973
236	0.8346203008233363	0.9547736200041139	1.6260254095682956e-11	1.6870075361086849e-09	-2.456948740479973
237	0.8346203008233363	0.9547736200041139	1.6260254095682956e-11	1.6870075361086849e-09	-2.456948740479973
238	0.8327488591922273	0.9471927943686881	1.61200781564327e-11	2.9423394792797707e-09	-2.481418307997278
239	0.8309271094867854	0.9421339529440288	1.562165153594485e-11	3.779091364381142e-09	-2.5860011497889754
240	0.8309271094867854	0.9421339529440288	1.562165153594485e-11	3.779091364381142e-09	-2.5860011497889754
241	0.8328121433758713	0.9433116946936502	1.408542582467853e-11	3.4269911786474537e-09	-2.967123645034887
242	0.8328121433758713	0.9433116946936502	1.408542582467853e-11	3.4269911786474537e-09	-2.967123645034887
243	0.8328121433758713	0.9433116946936502	1.408542582467853e-11	3.4269911786474537e-09	-2.967123645034887
244	0.8328121433758713	0.9433116946936502	1.408542582467853e-11	3.4269911786474537e-09	-2.967123645034887
245	0.8328121433758713	0.9433116946936502	1.408542582467853e-11	3.4269911786474537e-09	-2.967123645034887
246	0.8324846397694008	0.943618112357328	1.406849558358205e-11	3.4885280635015475e-09	-2.986653221596887
247	0.8324385808274793	0.9436891935737974	1.410395139059891e-11	3.503908855186819e-09	-2.98811237283511
248	0.8324385808274793	0.9436891935737974	1.410395139059891e-11	3.503908855186819e-09	-2.98811237283511
249	0.8295308229274567	0.9279128053323072	1.3509402878519307e-11	4.733829467697915e-09	-2.8476659746996673
250	0.8242311857809043	0.9210543124416035	1.5486789701272554e-11	6.695706972631493e-09	-2.8429791457327998
251	0.8242311857809043	0.9210543124416035	1.5486789701272554e-11	6.695706972631493e-09	-2.8429791457327998
252	0.8242311857809043	0.9210543124416035	1.5486789701272554e-11	6.695706972631493e-09	-2.8429791457327998
253	0.8242311857809043	0.9210543124416035	1.5486789701272554e-11	6.695706972631493e-09	-2.8429791457327998
254	0.8242311857809043	0.9210543124416035	1.5486789701272554e-11	6.695706972631493e-09	-2.8429791457327998
255	0.8245062871919189	0.9275755030544481	1.5537834825598638e-11	5.44120539699995e-09	-2.9563562404374166
256	0.8196439921614282	0.9182387651017236	1.5401231166947614e-11	6.517363631335102e-09	-3.068839477351304
257	0.8193531163325366	0.9191120960934042	1.5403408644038675e-11	6.296554321211293e-09	-3.1041780863211073
258	0.8224478540745831	0.9246147861692176	1.5417783202886983e-11	5.659531744105819e-09	-3.029781362829861
259	0.8224478540745831	0.9246147861692176	1.5417783202886983e-11	5.659531744105819e-09	-3.029781362829861
260	0.8224478540745831	0.9246147861692176	1.5417783202886983e-11	5.659531744105819e-09	-3.029781362829861
261	0.8224478540745831	0.9246147861692176	1.5417783202886983e-11	5.659531744105819e-09	-3.029781362829861
262	0.8224478540745831	0.9246147861692176	1.5417783202886983e-11	5.659531744105819e-09	-3.029781362829861
263	0.824081079222694	0.9211225626311637	1.445327751584005e-11	5.460273602211059e-09	-2.9194238443990588
264	0.824081079222694	0.9211225626311637	1.445327751584005e-11	5.460273602211059e-09	-2.9194238443990588
265	0.824081079222694	0.9211225626311637	1.445327751584005e-11	5.460273602211059e-09	-2.9194238443990588
266	0.824121968194213	0.9192369057974009	1.4265330605741744e-11	5.52513948774945e-09	-2.8861687563600387
