Step	Sf2	Ss2	tau_f	tau_s	f
74	0.7458600022406405	0.7348073633878076	3.179495828342054e-12	3.1902621517278107e-09	-0.2415934876423356
75	0.7458600022406405	0.7348073633878076	3.179495828342054e-12	3.1902621517278107e-09	-0.2415934876423356
76	0.7458600022406405	0.7348073633878076	3.179495828342054e-12	3.1902621517278107e-09	-0.2415934876423356
77	0.7458600022406405	0.7348073633878076	3.179495828342054e-12	3.1902621517278107e-09	-0.2415934876423356
78	0.7458600022406405	0.7348073633878076	3.179495828342054e-12	3.1902621517278107e-09	-0.2415934876423356
79	0.7458600022406405	0.7348073633878076	3.179495828342054e-12	3.1902621517278107e-09	-0.2415934876423356
80	0.7458600022406405	0.7348073633878076	3.179495828342054e-12	3.1902621517278107e-09	-0.2415934876423356
81	0.7458600022406405	0.7348073633878076	3.179495828342054e-12	3.1902621517278107e-09	-0.2415934876423356
82	0.7458600022406405	0.7348073633878076	3.179495828342054e-12	3.1902621517278107e-09	-0.2415934876423356
83	0.720823682705412	0.6410737612101609	2.9207078696138005e-12	4.127896476270165e-09	-0.3928788305332668
84	0.7273826791330007	0.654633787026587	2.8772487118880715e-12	4.181518960385932e-09	-0.44254125942867373
85	0.7273826791330007	0.654633787026587	2.8772487118880715e-12	4.181518960385932e-09	-0.44254125942867373
86	0.7273826791330007	0.654633787026587	2.8772487118880715e-12	4.181518960385932e-09	-0.44254125942867373
87	0.7273826791330007	0.654633787026587	2.8772487118880715e-12	4.181518960385932e-09	-0.44254125942867373
88	0.7273826791330007	0.654633787026587	2.8772487118880715e-12	4.181518960385932e-09	-0.44254125942867373
89	0.747476676381736	0.7265322455255147	3.1783383348579025e-12	3.4158054481445063e-09	-0.39225712763786147
90	0.747476676381736	0.7265322455255147	3.1783383348579025e-12	3.4158054481445063e-09	-0.39225712763786147
91	0.747476676381736	0.7265322455255147	3.1783383348579025e-12	3.4158054481445063e-09	-0.39225712763786147
92	0.747476676381736	0.7265322455255147	3.1783383348579025e-12	3.4158054481445063e-09	-0.39225712763786147
93	0.7632125731144058	0.755629416777991	3.548655873525803e-12	4.0571641975684775e-09	-0.5601181206069312
94	0.7632125731144058	0.755629416777991	3.548655873525803e-12	4.0571641975684775e-09	-0.5601181206069312
95	0.8613000660604897	0.9370025300148637	5.856978022494041e-12	8.054983507060047e-09	-1.6064559457397398
96	0.8613000660604897	0.9370025300148637	5.856978022494041e-12	8.054983507060047e-09	-1.6064559457397398
97	0.8613000660604897	0.9370025300148637	5.856978022494041e-12	8.054983507060047e-09	-1.6064559457397398
98	0.8613000660604897	0.9370025300148637	5.856978022494041e-12	8.054983507060047e-09	-1.6064559457397398
99	0.8613000660604897	0.9370025300148637	5.856978022494041e-12	8.054983507060047e-09	-1.6064559457397398
100	0.8625719750714261	0.9379482984571922	5.8968146027472615e-12	7.732112846156694e-09	-1.6010123862765826
101	0.8625719750714261	0.9379482984571922	5.8968146027472615e-12	7.732112846156694e-09	-1.6010123862765826
102	0.8625719750714261	0.9379482984571922	5.8968146027472615e-12	7.732112846156694e-09	-1.6010123862765826
103	0.8625719750714261	0.9379482984571922	5.8968146027472615e-12	7.732112846156694e-09	-1.6010123862765826
104	0.8614633213207484	0.9356826855749479	5.84699624092995e-12	8.539751260112003e-09	-1.6347117126525548
105	0.8614633213207484	0.9356826855749479	5.84699624092995e-12	8.539751260112003e-09	-1.6347117126525548
106	0.8614633213207484	0.9356826855749479	5.84699624092995e-12	8.539751260112003e-09	-1.6347117126525548
107	0.8614633213207484	0.9356826855749479	5.84699624092995e-12	8.539751260112003e-09	-1.6347117126525548
108	0.8572254156077349	0.9278812771660951	5.7475616895896856e-12	8.356739926073303e-09	-1.5889339927709414
109	0.8669987795356016	0.9459297411338323	6.1039050093691e-12	5.244398112856036e-09	-1.4705326453480112
110	0.8727326529877458	0.9488735533461353	6.2411722287418806e-12	4.561351573668255e-09	-1.6283103072931868
111	0.8797574982100289	0.9543809945318862	6.3474735249754526e-12	3.6510062453353352e-09	-1.6718896785823147
112	0.8797574982100289	0.9543809945318862	6.3474735249754526e-12	3.6510062453353352e-09	-1.6718896785823147
113	0.8797574982100289	0.9543809945318862	6.3474735249754526e-12	3.6510062453353352e-09	-1.6718896785823147
114	0.8797574982100289	0.9543809945318862	6.3474735249754526e-12	3.6510062453353352e-09	-1.6718896785823147
115	0.8797574982100289	0.9543809945318862	6.3474735249754526e-12	3.6510062453353352e-09	-1.6718896785823147
116	0.878048250675492	0.9556874002782881	6.188187831628733e-12	3.763702074598252e-09	-1.3661529746408698
117	0.878048250675492	0.9556874002782881	6.188187831628733e-12	3.763702074598252e-09	-1.3661529746408698
118	0.8815360874096486	0.9559622361840516	6.205114308275598e-12	3.318538942265683e-09	-1.530917739704567
119	0.8815360874096486	0.9559622361840516	6.205114308275598e-12	3.318538942265683e-09	-1.530917739704567
120	0.8822481416172764	0.9511211148871148	5.868738790992892e-12	3.3789805789634996e-09	-1.5566483792059298
121	0.8822481416172764	0.9511211148871148	5.868738790992892e-12	3.3789805789634996e-09	-1.5566483792059298
122	0.8822481416172764	0.9511211148871148	5.868738790992892e-12	3.3789805789634996e-09	-1.5566483792059298
123	0.8822481416172764	0.9511211148871148	5.868738790992892e-12	3.3789805789634996e-09	-1.5566483792059298
124	0.884442441316503	0.9523858314336014	5.9643611625161766e-12	3.0680485849405536e-09	-1.670806248474594
125	0.884442441316503	0.9523858314336014	5.9643611625161766e-12	3.0680485849405536e-09	-1.670806248474594
126	0.8847217167369956	0.9516990053774247	5.988099490287802e-12	3.0641006298613558e-09	-1.7193699853784135
127	0.8862996006902163	0.9474603795677712	5.856337797251045e-12	3.178928638876243e-09	-1.7633160982075649
128	0.8921930067099747	0.9316290867714108	5.364207084259522e-12	3.607811940581611e-09	-1.927455092943941
129	0.8921930067099747	0.9316290867714108	5.364207084259522e-12	3.607811940581611e-09	-1.927455092943941
130	0.8921930067099747	0.9316290867714108	5.364207084259522e-12	3.607811940581611e-09	-1.927455092943941
131	0.8921930067099747	0.9316290867714108	5.364207084259522e-12	3.607811940581611e-09	-1.927455092943941
132	0.8921930067099747	0.9316290867714108	5.364207084259522e-12	3.607811940581611e-09	-1.927455092943941
133	0.8921930067099747	0.9316290867714108	5.364207084259522e-12	3.607811940581611e-09	-1.927455092943941
134	0.8921930067099747	0.9316290867714108	5.364207084259522e-12	3.607811940581611e-09	-1.927455092943941
135	0.8911896049073182	0.9318714644945346	4.454280679870212e-12	4.0773045980247715e-09	-1.0702576769730814
136	0.8911896049073182	0.9318714644945346	4.454280679870212e-12	4.0773045980247715e-09	-1.0702576769730814
137	0.8911896049073182	0.9318714644945346	4.454280679870212e-12	4.0773045980247715e-09	-1.0702576769730814
138	0.9136639389452273	0.9466745904979694	4.60394410279859e-12	4.5754565212273855e-09	-1.2318421827004142
139	0.9136639389452273	0.9466745904979694	4.60394410279859e-12	4.5754565212273855e-09	-1.2318421827004142
140	0.912172954080544	0.9276374924229867	4.132270532054286e-12	4.792075882320998e-09	-1.3857983096582112
141	0.912172954080544	0.9276374924229867	4.132270532054286e-12	4.792075882320998e-09	-1.3857983096582112
142	0.9215122081638026	0.9088834397152116	2.8631238130543045e-12	6.598097261070242e-09	-1.3643450357894706
143	0.9215122081638026	0.9088834397152116	2.8631238130543045e-12	6.598097261070242e-09	-1.3643450357894706
144	0.9215122081638026	0.9088834397152116	2.8631238130543045e-12	6.598097261070242e-09	-1.3643450357894706
145	0.9215122081638026	0.9088834397152116	2.8631238130543045e-12	6.598097261070242e-09	-1.3643450357894706
146	0.9208796869400496	0.9102082463563885	2.9588940359376106e-12	6.490013738172703e-09	-1.3728459083620972
147	0.9208796869400496	0.9102082463563885	2.9588940359376106e-12	6.490013738172703e-09	-1.3728459083620972
148	0.9208796869400496	0.9102082463563885	2.9588940359376106e-12	6.490013738172703e-09	-1.3728459083620972
149	0.9127607549624605	0.9248318973612372	4.015923503582511e-12	5.31797401116403e-09	-1.4952259179426939
150	0.9127607549624605	0.9248318973612372	4.015923503582511e-12	5.31797401116403e-09	-1.4952259179426939
151	0.9127607549624605	0.9248318973612372	4.015923503582511e-12	5.31797401116403e-09	-1.4952259179426939
152	0.9127607549624605	0.9248318973612372	4.015923503582511e-12	5.31797401116403e-09	-1.4952259179426939
153	0.9127607549624605	0.9248318973612372	4.015923503582511e-12	5.31797401116403e-09	-1.4952259179426939
154	0.9102332622615975	0.9257371769268855	4.272488862726179e-12	4.923557054543798e-09	-1.5420225808900174
155	0.9102332622615975	0.9257371769268855	4.272488862726179e-12	4.923557054543798e-09	-1.5420225808900174
156	0.9085753234895855	0.9538111414330094	4.9870219614385615e-12	4.887489862637846e-09	-1.5071779201161855
157	0.9084790370492517	0.9533966162757718	4.908047726404249e-12	5.019378693112568e-09	-1.515716840736464
158	0.9084790370492517	0.9533966162757718	4.908047726404249e-12	5.019378693112568e-09	-1.515716840736464
159	0.9084790370492517	0.9533966162757718	4.908047726404249e-12	5.019378693112568e-09	-1.515716840736464
160	0.9084790370492517	0.9533966162757718	4.908047726404249e-12	5.019378693112568e-09	-1.515716840736464
161	0.9076115976220384	0.949432872963226	4.187332319035866e-12	6.224403204668198e-09	-1.5939010716946387
162	0.909356037830671	0.9709094673268975	5.031768153124292e-12	8.084458197676329e-09	-1.214153516899324
163	0.9080362571848384	0.962342825772018	5.115123527645505e-12	6.954411186834849e-09	-1.3118370150844458
164	0.9078752854723379	0.959862329075216	4.99031466259071e-12	6.764774828555364e-09	-1.359189100971022
165	0.908821198537545	0.9612674646967281	5.5915774305975656e-12	5.164006091891078e-09	-1.3406416873851852
166	0.908821198537545	0.9612674646967281	5.5915774305975656e-12	5.164006091891078e-09	-1.3406416873851852
167	0.908821198537545	0.9612674646967281	5.5915774305975656e-12	5.164006091891078e-09	-1.3406416873851852
168	0.9079980914487011	0.9505628336705029	5.524886716860863e-12	4.717578721369157e-09	-1.420027394653581
169	0.9080947071109905	0.9520676254820996	5.56194003585822e-12	4.6853707750476114e-09	-1.4093089649507675
170	0.9080947071109905	0.9520676254820996	5.56194003585822e-12	4.6853707750476114e-09	-1.4093089649507675
171	0.9080947071109905	0.9520676254820996	5.56194003585822e-12	4.6853707750476114e-09	-1.4093089649507675
172	0.9091196993646944	0.950300338325317	5.7069511130221475e-12	4.575978655677636e-09	-1.3986692315622997
173	0.9031542059563079	0.937911087221859	5.111953786631277e-12	4.13675536449018e-09	-1.5086491472579682
174	0.9042562901370933	0.9401999167818252	5.22187548063619e-12	4.217898868960352e-09	-1.488331108665903
175	0.9038888584296771	0.9432222621635886	5.887533742767836e-12	3.4833012225771956e-09	-1.7268420455119602
176	0.9038888584296771	0.9432222621635886	5.887533742767836e-12	3.4833012225771956e-09	-1.7268420455119602
177	0.9038888584296771	0.9432222621635886	5.887533742767836e-12	3.4833012225771956e-09	-1.7268420455119602
178	0.9038888584296771	0.9432222621635886	5.887533742767836e-12	3.4833012225771956e-09	-1.7268420455119602
179	0.9038888584296771	0.9432222621635886	5.887533742767836e-12	3.4833012225771956e-09	-1.7268420455119602
180	0.9039602648634328	0.9448850404687663	5.67343460792024e-12	3.6603386262241456e-09	-1.607425385131402
181	0.9039602648634328	0.9448850404687663	5.67343460792024e-12	3.6603386262241456e-09	-1.607425385131402
182	0.9037112456474564	0.9448087575758308	5.8675051547104276e-12	3.6688350887800713e-09	-1.616489830387386
183	0.9037112456474564	0.9448087575758308	5.8675051547104276e-12	3.6688350887800713e-09	-1.616489830387386
184	0.9037112456474564	0.9448087575758308	5.8675051547104276e-12	3.6688350887800713e-09	-1.616489830387386
185	0.9037112456474564	0.9448087575758308	5.8675051547104276e-12	3.6688350887800713e-09	-1.616489830387386
186	0.9037112456474564	0.9448087575758308	5.8675051547104276e-12	3.6688350887800713e-09	-1.616489830387386
187	0.9037112456474564	0.9448087575758308	5.8675051547104276e-12	3.6688350887800713e-09	-1.616489830387386
188	0.9134173602101541	0.9273579092350608	6.596148951828155e-12	4.684063515392968e-09	-1.754035640243782
189	0.9134173602101541	0.9273579092350608	6.596148951828155e-12	4.684063515392968e-09	-1.754035640243782
190	0.9134173602101541	0.9273579092350608	6.596148951828155e-12	4.684063515392968e-09	-1.754035640243782
191	0.9134173602101541	0.9273579092350608	6.596148951828155e-12	4.684063515392968e-09	-1.754035640243782
192	0.9134173602101541	0.9273579092350608	6.596148951828155e-12	4.684063515392968e-09	-1.754035640243782
193	0.9134173602101541	0.9273579092350608	6.596148951828155e-12	4.684063515392968e-09	-1.754035640243782
194	0.9134173602101541	0.9273579092350608	6.596148951828155e-12	4.684063515392968e-09	-1.754035640243782
195	0.9134173602101541	0.9273579092350608	6.596148951828155e-12	4.684063515392968e-09	-1.754035640243782
196	0.8993039798043776	0.9178989630159735	6.234819736801068e-12	4.346363059447832e-09	-1.5654524205874207
197	0.8993039798043776	0.9178989630159735	6.234819736801068e-12	4.346363059447832e-09	-1.5654524205874207
198	0.8993039798043776	0.9178989630159735	6.234819736801068e-12	4.346363059447832e-09	-1.5654524205874207
199	0.8966870381336715	0.914971833194787	5.903410375436414e-12	5.220720120662926e-09	-1.5035045475946982
200	0.8966870381336715	0.914971833194787	5.903410375436414e-12	5.220720120662926e-09	-1.5035045475946982
201	0.8972360376780146	0.9150513078270668	5.844354710291107e-12	5.154515576520361e-09	-1.529822436073951
202	0.8942458052391842	0.9662789953516766	7.742747862137646e-12	4.367580225199474e-09	-1.538911103238349
203	0.8942458052391842	0.9662789953516766	7.742747862137646e-12	4.367580225199474e-09	-1.538911103238349
204	0.8942458052391842	0.9662789953516766	7.742747862137646e-12	4.367580225199474e-09	-1.538911103238349
205	0.8942458052391842	0.9662789953516766	7.742747862137646e-12	4.367580225199474e-09	-1.538911103238349
206	0.8942458052391842	0.9662789953516766	7.742747862137646e-12	4.367580225199474e-09	-1.538911103238349
207	0.8942458052391842	0.9662789953516766	7.742747862137646e-12	4.367580225199474e-09	-1.538911103238349
208	0.8942458052391842	0.9662789953516766	7.742747862137646e-12	4.367580225199474e-09	-1.538911103238349
209	0.8911948307229535	0.9758486412977854	7.882178014159865e-12	4.946154150678196e-09	-1.4901834630741564
210	0.8970069373987138	0.9574983121644335	4.8495739479798934e-12	4.256248470092743e-09	-1.5404000030911877
211	0.8965676614623825	0.9579018587001822	4.767434531863851e-12	3.976640892520686e-09	-1.550402784365231
212	0.8984286979932269	0.9561921933558972	5.115426400689727e-12	5.161226418667033e-09	-1.5080249989656713
213	0.9011586034280251	0.9536843303248947	5.6258865008696685e-12	6.898863704240899e-09	-1.4458621425361513
214	0.9049059952672385	0.9401488440202644	6.0200542364525195e-12	6.586014580572344e-09	-1.4802282403332025
215	0.9049059952672385	0.9401488440202644	6.0200542364525195e-12	6.586014580572344e-09	-1.4802282403332025
216	0.9041629360153605	0.9459716289002407	5.512486557626426e-12	8.633124939492055e-09	-1.3747671539538706
217	0.9041629360153605	0.9459716289002407	5.512486557626426e-12	8.633124939492055e-09	-1.3747671539538706
218	0.9041629360153605	0.9459716289002407	5.512486557626426e-12	8.633124939492055e-09	-1.3747671539538706
219	0.9044960630366953	0.9433611681892846	5.740038409710657e-12	7.715368011646776e-09	-1.4220472833425946
220	0.9042697066000099	0.945134949800489	5.585419231138658e-12	8.338974547970071e-09	-1.3899209143330544
221	0.9042697066000099	0.945134949800489	5.585419231138658e-12	8.338974547970071e-09	-1.3899209143330544
222	0.9042697066000099	0.945134949800489	5.585419231138658e-12	8.338974547970071e-09	-1.3899209143330544
223	0.9042697066000099	0.945134949800489	5.585419231138658e-12	8.338974547970071e-09	-1.3899209143330544
224	0.9042697066000099	0.945134949800489	5.585419231138658e-12	8.338974547970071e-09	-1.3899209143330544
225	0.9038182515198717	0.9484671868518537	5.293639399586695e-12	9.491232037376373e-09	-1.3272154117969182
226	0.9038182515198717	0.9484671868518537	5.293639399586695e-12	9.491232037376373e-09	-1.3272154117969182
227	0.904098381645149	0.9454675821082623	5.377986685237137e-12	8.905194797169643e-09	-1.3825929421435477
228	0.904098381645149	0.9454675821082623	5.377986685237137e-12	8.905194797169643e-09	-1.3825929421435477
229	0.90564688113071	0.9410840046854234	6.278775474180393e-12	6.882722619214811e-09	-1.4968123132264064
230	0.9030885678122157	0.954710464857245	5.5968753856916265e-12	8.976711180006779e-09	-1.3439133142596478
231	0.9030885678122157	0.954710464857245	5.5968753856916265e-12	8.976711180006779e-09	-1.3439133142596478
232	0.9063632164236267	0.9416823602477136	4.1255106492593044e-12	6.479890508125292e-09	-1.4267457377931634
233	0.907827827801499	0.9414332265453762	5.9388803906850424e-12	5.091711277060489e-09	-1.5858518150708907
234	0.907827827801499	0.9414332265453762	5.9388803906850424e-12	5.091711277060489e-09	-1.5858518150708907
235	0.907827827801499	0.9414332265453762	5.9388803906850424e-12	5.091711277060489e-09	-1.5858518150708907
236	0.907827827801499	0.9414332265453762	5.9388803906850424e-12	5.091711277060489e-09	-1.5858518150708907
237	0.9069190721508662	0.9413250015092052	5.3116495054621955e-12	5.500269758469157e-09	-1.550938094688956
238	0.9091026491656257	0.9415850468814019	6.818772947243511e-12	4.518576925453112e-09	-1.634829509584313
239	0.9112863661718272	0.9295824389330795	7.985899768031369e-12	4.806410236839142e-09	-1.6112933171293642
240	0.9112863661718272	0.9295824389330795	7.985899768031369e-12	4.806410236839142e-09	-1.6112933171293642
241	0.915523953666876	0.9216646743397382	8.815690667337226e-12	5.832141275841088e-09	-1.4224928920878055
242	0.915523953666876	0.9216646743397382	8.815690667337226e-12	5.832141275841088e-09	-1.4224928920878055
243	0.915523953666876	0.9216646743397382	8.815690667337226e-12	5.832141275841088e-09	-1.4224928920878055
244	0.9137700468558798	0.9289160040557795	8.101272209441917e-12	5.528367727124078e-09	-1.4636365601384382
245	0.9137700468558798	0.9289160040557795	8.101272209441917e-12	5.528367727124078e-09	-1.4636365601384382
246	0.9083036513428383	0.9273254664584938	7.395376364099416e-12	4.270884258398401e-09	-1.713905439476502
247	0.9076256650557849	0.9288011841472181	8.462363642966876e-12	4.653555139400659e-09	-1.7405775298915462
248	0.9066643011498862	0.9236299564922126	6.7391962966323325e-12	6.9274605957467376e-09	-1.518740471215068
249	0.9068637766308969	0.9239486168171948	6.852480632464556e-12	6.841522303690879e-09	-1.5242217183296385
250	0.9066863764113066	0.9241691253826674	6.780633042646438e-12	6.870011100014269e-09	-1.5240370986491838
251	0.9066863764113066	0.9241691253826674	6.780633042646438e-12	6.870011100014269e-09	-1.5240370986491838
252	0.9067534014581626	0.9244331719602034	6.861308519511068e-12	6.731905435315677e-09	-1.5364067624754174
253	0.9028401479826546	0.9234653806336024	8.228805369721618e-12	9.535378318906145e-09	-1.4665209429831387
254	0.9028401479826546	0.9234653806336024	8.228805369721618e-12	9.535378318906145e-09	-1.4665209429831387
255	0.9023201095439886	0.92223654411451	8.163236381591426e-12	9.115818743015689e-09	-1.5139023890580627
256	0.9023201095439886	0.92223654411451	8.163236381591426e-12	9.115818743015689e-09	-1.5139023890580627
257	0.9023201095439886	0.92223654411451	8.163236381591426e-12	9.115818743015689e-09	-1.5139023890580627
258	0.9056357345131303	0.9254788842916655	9.411435206635421e-12	7.774445038865765e-09	-1.5735594873820706
259	0.9052896978875401	0.9286803837669142	8.598056435232154e-12	6.602168161368061e-09	-1.65712751174738
260	0.9052896978875401	0.9286803837669142	8.598056435232154e-12	6.602168161368061e-09	-1.65712751174738
261	0.9052896978875401	0.9286803837669142	8.598056435232154e-12	6.602168161368061e-09	-1.65712751174738
262	0.9030944062413734	0.9262169993228463	8.460773081318024e-12	7.971445495267616e-09	-1.6039090434754937
263	0.9030944062413734	0.9262169993228463	8.460773081318024e-12	7.971445495267616e-09	-1.6039090434754937
264	0.9030944062413734	0.9262169993228463	8.460773081318024e-12	7.971445495267616e-09	-1.6039090434754937
265	0.8984830001455734	0.9159348745853118	7.801750575600237e-12	6.524870749889811e-09	-1.8304294882757137
266	0.8946343445891867	0.928609519919617	3.2913342556100345e-12	6.150321898802194e-09	-1.8099667192661992
